timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.className,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML
2020-06-16T04:41:00.745Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,+61 039 689 9324,,,PhoneNumber,,INPUT,text,PhoneNumber,,,,,,,
2020-06-16T04:41:06.684Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,PhoneNumber,,INPUT,text,PhoneNumber,039-689-9324,,,,,,
2020-06-16T04:41:09.133Z,,OS-Clipboard,copy,,jdoe@gmail.com,,,,,,,,,,,,,,
2020-06-16T04:41:09.058Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,E2,,,,,jdoe@gmail.com,,,,,,
2020-06-16T04:41:11.019Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,Email,,,,,,,
2020-06-16T04:41:11.271Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,jdoe@gmail.com,,,,,INPUT,text,Email,,,,,,,
2020-06-16T04:41:11.700Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,Email,jdoe@gmail.com,,,,,,
2020-06-16T04:41:16.604Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,SELECT,select-one,Dropdown,Domestic,#NAME?,,,,,"\n\n<option selected=""true"" value=""-Select-"">-Select-</option>\n\n\n\n\n\n<option value=""International"" formula_val="""">International</option>\n<option value=""Domestic"" formula_val="""">Domestic</option>\n\n\n\n"
2020-06-16T04:41:17.710Z,vleno,Chrome,clickButton,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,fmSmtButton submitColor submitWrapper disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n
2020-06-16T04:41:21.252Z,vleno,Chrome,clickLink,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/thankyou/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,A,,,,#NAME?,,/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,"   \n<em class=""livePlusIcon"">+</em>\n<b>Add another response</b>\n<div class=""clearBoth""></div>"
2020-06-16T04:41:24.892Z,,OS-Clipboard,copy,,Albert,,,,,,,,,,,,,,
2020-06-16T04:41:24.840Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,A3,,,,,Albert,,,,,,
2020-06-16T04:41:26.611Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,,,,,,,
2020-06-16T04:41:26.906Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,Albert,,,,,INPUT,text,SingleLine,,,,,,,
2020-06-16T04:41:27.308Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Albert,,,,,,
2020-06-16T04:41:29.595Z,,OS-Clipboard,copy,,Rauf,,,,,,,,,,,,,,
2020-06-16T04:41:29.523Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,B3,,,,,Rauf,,,,,,
2020-06-16T04:41:31.379Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Albert,,,,,,
2020-06-16T04:41:31.852Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,Rauf,,,,,INPUT,text,SingleLine,Albert ,,,,,,
2020-06-16T04:41:32.379Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Albert Rauf,,,,,,
2020-06-16T04:41:34.271Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,C3,,,,,11/04/1986,,,,,,
2020-06-16T04:41:34.385Z,,OS-Clipboard,copy,,11/04/1986,,,,,,,,,,,,,,
2020-06-16T04:41:36.000Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,Date-date,hasDatepicker,INPUT,text,Date,,,,,,,
2020-06-16T04:41:36.155Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,11/04/1986,,,Date-date,hasDatepicker,INPUT,text,Date,,,,,,,
2020-06-16T04:41:40.278Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,Date-date,hasDatepicker,INPUT,text,Date,11-04-1986,,,,,,
2020-06-16T04:41:42.709Z,,OS-Clipboard,copy,,Germany,,,,,,,,,,,,,,
2020-06-16T04:41:42.655Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,D3,,,,,Germany,,,,,,
2020-06-16T04:41:44.539Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine1,,,,,,,
2020-06-16T04:41:44.775Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,Germany,,,,,INPUT,text,SingleLine1,,,,,,,
2020-06-16T04:41:45.156Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine1,Germany,,,,,,
2020-06-16T04:41:47.153Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,F3,,,,,+61 043 512 4834,,,,,,
2020-06-16T04:41:47.252Z,,OS-Clipboard,copy,,+61 043 512 4834,,,,,,,,,,,,,,
2020-06-16T04:41:48.802Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,PhoneNumber,,INPUT,text,PhoneNumber,,,,,,,
2020-06-16T04:41:48.999Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,+61 043 512 4834,,,PhoneNumber,,INPUT,text,PhoneNumber,,,,,,,
2020-06-16T04:41:54.275Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,PhoneNumber,,INPUT,text,PhoneNumber,043-512-4834,,,,,,
2020-06-16T04:41:56.706Z,,OS-Clipboard,copy,,arauf@gmail.com,,,,,,,,,,,,,,
2020-06-16T04:41:56.664Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,E3,,,,,arauf@gmail.com,,,,,,
2020-06-16T04:41:58.498Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,Email,,,,,,,
2020-06-16T04:41:58.729Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,arauf@gmail.com,,,,,INPUT,text,Email,,,,,,,
2020-06-16T04:41:59.083Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,Email,arauf@gmail.com,,,,,,
2020-06-16T04:42:01.572Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,SELECT,select-one,Dropdown,International,#NAME?,,,,,"\n\n<option selected=""true"" value=""-Select-"">-Select-</option>\n\n\n\n\n\n<option value=""International"" formula_val="""">International</option>\n<option value=""Domestic"" formula_val="""">Domestic</option>\n\n\n\n"
2020-06-16T04:42:02.335Z,vleno,Chrome,clickButton,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,fmSmtButton submitColor submitWrapper disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n
2020-06-16T04:42:04.740Z,vleno,Chrome,clickLink,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/thankyou/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,A,,,,#NAME?,,/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,"   \n<em class=""livePlusIcon"">+</em>\n<b>Add another response</b>\n<div class=""clearBoth""></div>"
2020-06-16T04:42:09.110Z,,OS-Clipboard,copy,,Steven,,,,,,,,,,,,,,
2020-06-16T04:42:09.054Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,A4,,,,,Steven,,,,,,
2020-06-16T04:42:10.755Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,,,,,,,
2020-06-16T04:42:11.041Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,Steven,,,,,INPUT,text,SingleLine,,,,,,,
2020-06-16T04:42:11.420Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Steven,,,,,,
2020-06-16T04:42:13.652Z,,OS-Clipboard,copy,,Richards,,,,,,,,,,,,,,
2020-06-16T04:42:13.607Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,B4,,,,,Richards,,,,,,
2020-06-16T04:42:15.539Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Steven,,,,,,
2020-06-16T04:42:15.877Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,Richards,,,,,INPUT,text,SingleLine,Steven ,,,,,,
2020-06-16T04:42:16.363Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Steven Richards,,,,,,
2020-06-16T04:42:18.540Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,C4,,,,,18/06/1986,,,,,,
2020-06-16T04:42:18.592Z,,OS-Clipboard,copy,,18/06/1986,,,,,,,,,,,,,,
2020-06-16T04:42:20.445Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,Date-date,hasDatepicker,INPUT,text,Date,,,,,,,
2020-06-16T04:42:20.601Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,18/06/1986,,,Date-date,hasDatepicker,INPUT,text,Date,,,,,,,
2020-06-16T04:42:24.308Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,Date-date,hasDatepicker,INPUT,text,Date,18-06-1986,,,,,,
2020-06-16T04:42:26.757Z,,OS-Clipboard,copy,,Australia,,,,,,,,,,,,,,
2020-06-16T04:42:26.701Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,D4,,,,,Australia,,,,,,
2020-06-16T04:42:28.466Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine1,,,,,,,
2020-06-16T04:42:28.720Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,Australia,,,,,INPUT,text,SingleLine1,,,,,,,
2020-06-16T04:42:29.180Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine1,Australia,,,,,,
2020-06-16T04:42:31.499Z,,OS-Clipboard,copy,,+61 035 376 0669,,,,,,,,,,,,,,
2020-06-16T04:42:31.419Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,F4,,,,,+61 035 376 0669,,,,,,
2020-06-16T04:42:33.442Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,PhoneNumber,,INPUT,text,PhoneNumber,,,,,,,
2020-06-16T04:42:33.677Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,+61 035 376 0669,,,PhoneNumber,,INPUT,text,PhoneNumber,,,,,,,
2020-06-16T04:42:38.980Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,PhoneNumber,,INPUT,text,PhoneNumber,035-376-0669,,,,,,
2020-06-16T04:42:41.769Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,E4,,,,,srichards@gmail.com,,,,,,
2020-06-16T04:42:41.864Z,,OS-Clipboard,copy,,srichards@gmail.com,,,,,,,,,,,,,,
2020-06-16T04:42:43.386Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,Email,,,,,,,
2020-06-16T04:42:43.572Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,srichards@gmail.com,,,,,INPUT,text,Email,,,,,,,
2020-06-16T04:42:43.972Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,Email,srichards@gmail.com,,,,,,
2020-06-16T04:42:46.484Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,SELECT,select-one,Dropdown,Domestic,#NAME?,,,,,"\n\n<option selected=""true"" value=""-Select-"">-Select-</option>\n\n\n\n\n\n<option value=""International"" formula_val="""">International</option>\n<option value=""Domestic"" formula_val="""">Domestic</option>\n\n\n\n"
2020-06-16T04:42:47.323Z,vleno,Chrome,clickButton,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,fmSmtButton submitColor submitWrapper disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n
2020-06-16T04:42:49.637Z,vleno,Chrome,clickLink,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/thankyou/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,A,,,,#NAME?,,/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,"   \n<em class=""livePlusIcon"">+</em>\n<b>Add another response</b>\n<div class=""clearBoth""></div>"
2020-06-16T04:42:53.122Z,,OS-Clipboard,copy,,srichards@gmail.com,,,,,,,,,,,,,,
2020-06-16T04:42:53.351Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,A5,,,,,Gerard,,,,,,
2020-06-16T04:42:53.441Z,,OS-Clipboard,copy,,Gerard,,,,,,,,,,,,,,
2020-06-16T04:42:55.123Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,,,,,,,
2020-06-16T04:42:55.447Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,Gerard,,,,,INPUT,text,SingleLine,,,,,,,
2020-06-16T04:42:55.884Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Gerard,,,,,,
2020-06-16T04:42:58.316Z,,OS-Clipboard,copy,,Dubois,,,,,,,,,,,,,,
2020-06-16T04:42:58.236Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,B5,,,,,Dubois,,,,,,
2020-06-16T04:43:00.027Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Gerard,,,,,,
2020-06-16T04:43:00.477Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,Dubois,,,,,INPUT,text,SingleLine,Gerard ,,,,,,
2020-06-16T04:43:01.004Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine,Gerard Dubois,,,,,,
2020-06-16T04:43:03.332Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,C5,,,,,08/04/1987,,,,,,
2020-06-16T04:43:03.404Z,,OS-Clipboard,copy,,08/04/1987,,,,,,,,,,,,,,
2020-06-16T04:43:05.194Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,Date-date,hasDatepicker,INPUT,text,Date,,,,,,,
2020-06-16T04:43:05.325Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,08/04/1987,,,Date-date,hasDatepicker,INPUT,text,Date,,,,,,,
2020-06-16T04:43:10.197Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,Date-date,hasDatepicker,INPUT,text,Date,08-04-1987,,,,,,
2020-06-16T04:43:12.839Z,,OS-Clipboard,copy,,France,,,,,,,,,,,,,,
2020-06-16T04:43:12.783Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,D5,,,,,France,,,,,,
2020-06-16T04:43:14.355Z,vleno,Chrome,clickTextField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine1,,,,,,,
2020-06-16T04:43:14.518Z,vleno,Chrome,paste,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,France,,,,,INPUT,text,SingleLine1,,,,,,,
2020-06-16T04:43:14.908Z,vleno,Chrome,editField,https://forms.zohopublic.com/universityofmelbourne/form/NewRecord1/formperma/_uVBPlPKIv3WaPxEhKgZqY8QVVtfemeb5ayX730NybY,,,,,,INPUT,text,SingleLine1,France,,,,,,
2020-06-16T04:43:17.587Z,,OS-Clipboard,copy,,+61 043 532 6105,,,,,,,,,,,,,,
2020-06-16T04:43:17.537Z,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,F5,,,,,+61 043 532 6105,,,,,,
